GEMS,F850,e_F850,Re,e_Re,n,e_n,b/a,e_b/a,PA,f1,f2,RAJ2000,DEJ2000
J033126.39-273709.1,24.95,0.1,4.25,0.12,0.61,0.27,0.64,0.06,-54.9,1,0,52.859962,-27.619185
J033132.58-273709.3,24.94,0.13,6.76,0.18,2.81,0.6,0.294,0.047,-71.4,1,0,52.885759,-27.619242
J033120.06-273708.8,22.81,0.7,121.86,0.51,8.0,1.32,0.808,0.081,-48.0,0,0,52.833573,-27.619122
J033128.03-273708.9,24.77,0.15,10.78,0.17,1.45,0.4,0.37,0.063,-77.6,1,1,52.866794,-27.61914
J033122.99-273708.8,25.49,0.14,4.4,0.19,2.67,0.59,0.568,0.049,-88.4,1,0,52.845801,-27.619099
J033127.50-273707.6,23.87,0.16,16.35,0.18,0.62,0.33,0.884,0.075,69.9,1,0,52.864603,-27.618786
J033118.89-273706.9,23.45,0.42,57.59,0.41,8.0,1.1,0.185,0.061,53.3,0,0,52.828711,-27.618595
J033132.22-273707.1,24.57,0.33,12.57,0.35,4.15,1.03,0.733,0.054,-0.6,1,0,52.884232,-27.618649
J033125.60-273706.4,24.25,0.14,9.57,0.17,1.69,0.43,0.532,0.059,-47.2,1,1,52.856683,-27.618458
J033118.92-273705.6,25.06,0.1,3.83,0.12,0.2,0.27,0.609,0.059,10.5,0,0,52.828833,-27.61823
J033118.94-273705.3,23.86,0.31,27.82,0.32,3.03,0.84,0.4,0.064,-15.1,1,0,52.828908,-27.618138
J033119.31-273705.4,25.41,0.01,0.67,0.02,3.77,0.15,0.032,0.008,-49.8,1,0,52.830457,-27.618168
J033122.27-273705.2,25.17,0.09,3.46,0.15,3.73,0.63,0.297,0.036,-2.3,1,0,52.842788,-27.618099
J033129.06-273704.0,24.09,0.13,13.9,0.17,2.55,0.56,0.16,0.049,-54.6,1,1,52.871094,-27.617769
J033126.85-273702.9,24.46,0.11,8.61,0.13,1.12,0.3,0.352,0.061,-37.8,1,1,52.861882,-27.617475
J033121.04-273702.8,24.96,0.1,6.46,0.12,0.64,0.27,0.289,0.06,32.8,1,0,52.837659,-27.617439
J033122.45-273659.3,24.42,0.14,15.9,0.15,0.75,0.32,0.298,0.067,81.8,1,1,52.843556,-27.616477
J033131.59-273658.9,24.8,0.34,13.34,0.36,5.23,1.04,0.553,0.055,0.2,1,0,52.881632,-27.616369
J033131.08-273658.1,24.69,0.13,7.36,0.14,0.55,0.3,0.705,0.065,0.1,1,1,52.879518,-27.616144
J033127.03-273658.2,24.71,0.11,6.98,0.13,0.56,0.28,0.387,0.061,-38.8,1,1,52.862635,-27.616153
J033124.04-273656.7,24.72,0.1,4.67,0.15,2.36,0.5,0.461,0.049,27.2,1,1,52.850169,-27.615747
J033133.50-273656.7,23.68,0.21,25.37,0.24,1.72,0.52,0.565,0.073,-25.6,1,0,52.889566,-27.615759
J033122.43-273656.2,24.76,0.12,11.16,0.14,0.2,0.29,0.238,0.064,54.1,0,0,52.843474,-27.615604
J033132.17-273655.5,25.05,0.11,5.03,0.13,0.49,0.28,0.66,0.062,-36.2,1,0,52.884055,-27.615403
J033129.40-273655.1,25.36,0.1,7.72,0.13,1.07,0.29,0.139,0.06,20.0,1,0,52.872508,-27.615311
J033127.37-273654.7,24.73,0.1,3.67,0.12,0.52,0.27,0.797,0.058,-84.2,1,0,52.864033,-27.615191
J033130.09-273653.5,23.64,0.19,20.9,0.22,1.83,0.52,0.54,0.067,6.9,1,1,52.875367,-27.614871
J033120.26-273653.6,25.27,0.11,5.84,0.13,0.42,0.28,0.433,0.063,-48.6,1,0,52.834404,-27.614898
J033130.33-273653.4,25.13,0.12,5.33,0.15,1.74,0.41,0.437,0.056,22.1,1,1,52.876381,-27.614839
J033130.11-273653.3,26.15,0.04,0.68,0.07,8.0,0.39,0.697,0.025,-82.1,0,0,52.875456,-27.614799
J033131.49-273653.5,25.78,0.09,2.96,0.12,0.2,0.27,0.39,0.057,73.4,0,0,52.881191,-27.614866
J033130.30-273652.7,24.56,0.16,10.19,0.18,1.37,0.4,0.807,0.068,-48.7,1,1,52.876258,-27.614639
J033125.39-273651.4,24.7,0.01,0.3,0.13,0.36,0.57,0.078,0.001,-44.0,0,0,52.855793,-27.614271
J033130.74-273651.0,25.01,0.11,11.28,0.13,0.2,0.28,0.137,0.062,72.5,0,0,52.878078,-27.614165
J033121.73-273650.9,25.14,0.16,8.99,0.21,2.58,0.6,0.279,0.053,-74.4,1,0,52.840556,-27.614142
J033127.71-273649.5,24.15,0.13,14.62,0.14,0.9,0.3,0.32,0.066,7.1,1,1,52.865452,-27.613751
J033119.17-273649.7,24.55,0.14,9.7,0.15,0.2,0.31,0.611,0.067,81.5,0,0,52.829857,-27.613801
J033126.45-273650.0,24.79,0.11,7.19,0.13,0.2,0.28,0.439,0.063,57.7,1,0,52.860229,-27.613887
J033126.64-273649.8,24.54,0.24,10.12,0.31,5.63,0.95,0.646,0.05,83.7,1,0,52.860989,-27.613846
J033120.23-273648.9,24.62,0.12,11.75,0.14,0.9,0.29,0.219,0.063,41.4,1,1,52.834286,-27.613591
J033121.60-273648.8,24.96,0.11,7.03,0.13,0.53,0.28,0.388,0.063,31.7,1,0,52.840019,-27.613559
J033128.57-273648.2,24.18,0.48,30.94,0.45,8.0,1.12,0.484,0.067,32.4,0,0,52.869043,-27.613385
J033124.19-273647.8,24.91,0.11,6.89,0.13,0.47,0.28,0.332,0.061,-79.4,1,0,52.850781,-27.61328
J033125.88-273648.0,24.1,0.01,0.3,0.11,0.2,0.46,0.324,0.001,27.8,0,0,52.857817,-27.61333
J033130.30-273647.5,24.48,0.11,9.09,0.14,1.29,0.33,0.256,0.059,-84.4,1,1,52.876241,-27.613206
J033130.26-273647.0,24.58,0.14,8.85,0.15,1.13,0.33,0.668,0.065,-70.6,1,1,52.876071,-27.613068
J033132.00-273646.7,23.88,0.14,13.65,0.16,0.54,0.32,0.748,0.069,11.1,1,1,52.883314,-27.612961
J033120.96-273646.6,23.41,0.14,26.31,0.16,0.2,0.32,0.326,0.069,-77.0,0,0,52.837331,-27.612937
J033132.97-273645.5,25.21,0.12,6.31,0.14,0.91,0.29,0.54,0.065,48.9,1,0,52.887388,-27.612639
J033121.26-273645.0,25.16,0.12,5.13,0.17,2.71,0.58,0.391,0.048,-84.0,1,0,52.838582,-27.612501
J033120.47-273644.4,25.36,0.04,4.86,0.06,0.8,0.13,0.027,0.024,43.7,1,0,52.835288,-27.612324
J033129.26-273643.7,24.27,0.11,5.57,0.15,2.18,0.47,0.544,0.05,24.1,1,1,52.871908,-27.612141
J033129.66-273643.3,25.15,0.12,5.73,0.14,0.86,0.3,0.743,0.065,-22.5,1,0,52.873583,-27.612028
J033129.87-273642.1,24.04,0.17,12.97,0.2,2.2,0.55,0.507,0.059,-36.9,1,1,52.874455,-27.611698
J033119.37-273641.0,24.81,0.13,11.56,0.15,1.05,0.32,0.301,0.066,-6.8,1,1,52.830719,-27.611402
J033122.87-273640.7,25.03,0.01,0.34,0.03,8.0,0.23,0.797,0.013,85.5,0,0,52.845309,-27.611315
J033127.66-273639.1,22.93,0.46,40.88,0.45,3.77,1.07,0.932,0.069,-33.5,1,0,52.865259,-27.61087
J033120.90-273639.0,22.74,0.36,84.89,0.37,2.76,0.8,0.222,0.073,55.7,1,0,52.837103,-27.610842
J033132.62-273638.2,24.58,0.1,9.38,0.12,0.42,0.27,0.176,0.06,48.4,1,0,52.885903,-27.610602
J033120.21-273637.9,24.85,0.11,6.69,0.13,1.02,0.29,0.488,0.063,7.8,1,1,52.834226,-27.61052
J033131.15-273636.6,24.66,0.01,0.33,0.12,0.2,0.53,0.094,0.001,77.4,0,0,52.879782,-27.610174
J033121.26-273636.0,24.97,0.11,5.91,0.13,0.2,0.28,0.421,0.061,-86.4,0,0,52.838571,-27.609989
J033131.24-273636.1,24.61,0.19,9.47,0.22,2.29,0.59,0.728,0.06,50.8,1,1,52.880172,-27.610021
J033122.84-273634.8,24.35,0.11,9.26,0.13,0.93,0.28,0.308,0.061,-87.0,1,1,52.845171,-27.60968
J033131.70-273634.9,25.39,0.1,4.06,0.13,0.2,0.28,0.581,0.061,-88.2,0,0,52.882076,-27.609684
J033129.99-273631.7,22.94,0.17,28.23,0.19,1.53,0.44,0.501,0.068,-41.3,1,0,52.874948,-27.608806
J033130.91-273630.0,24.18,0.14,13.74,0.15,0.53,0.31,0.479,0.067,-64.5,1,1,52.878786,-27.608344
J033128.95-273629.9,25.2,0.14,5.42,0.16,1.41,0.39,0.896,0.063,-62.7,1,0,52.870623,-27.608309
J033123.04-273629.0,25.39,0.1,4.08,0.13,1.18,0.3,0.429,0.058,55.9,1,0,52.84601,-27.608064
J033130.37-273629.2,24.0,0.17,14.92,0.19,1.47,0.43,0.689,0.068,-55.2,1,1,52.876553,-27.608103
J033123.07-273629.1,24.57,0.15,6.79,0.23,5.05,0.83,0.493,0.039,87.2,1,0,52.846118,-27.608075
J033130.53-273629.2,24.22,0.04,2.45,0.06,1.53,0.19,0.355,0.025,-80.2,1,1,52.877203,-27.60812
J033129.51-273628.9,24.55,0.27,14.94,0.31,3.64,0.92,0.412,0.055,-45.1,1,0,52.872945,-27.60803
J033132.13-273628.9,25.12,0.12,7.91,0.14,1.13,0.32,0.366,0.064,9.7,1,0,52.883868,-27.608029
J033131.36-273628.3,23.28,0.49,47.93,0.47,8.0,1.13,0.515,0.068,19.1,0,0,52.880659,-27.607854
J033121.37-273627.7,24.44,0.12,9.66,0.14,0.42,0.29,0.426,0.064,-84.9,1,1,52.839035,-27.607687
J033125.78-273626.0,24.25,0.11,13.38,0.13,0.64,0.28,0.224,0.063,-28.2,1,1,52.85742,-27.607221
J033128.92-273626.4,25.29,0.11,4.91,0.13,0.2,0.28,0.565,0.063,-38.1,0,0,52.870489,-27.607337
J033127.10-273625.3,25.26,0.14,7.45,0.15,0.2,0.31,0.587,0.067,28.2,0,0,52.86292,-27.607041
J033121.23-273625.8,25.12,0.07,2.45,0.1,1.65,0.31,0.501,0.044,13.2,1,0,52.838476,-27.607159
J033127.08-273625.0,23.48,0.14,17.45,0.16,0.81,0.32,0.674,0.069,-28.7,1,1,52.862848,-27.606933
J033122.28-273624.8,24.18,0.13,10.27,0.15,0.5,0.31,0.685,0.066,-25.1,1,1,52.842837,-27.606876
J033128.45-273625.4,24.53,0.1,4.58,0.12,1.05,0.27,0.559,0.058,57.5,1,1,52.868524,-27.607059
J033119.29-273625.2,24.53,0.3,13.0,0.34,8.0,1.0,0.579,0.053,-82.7,0,0,52.830381,-27.60699
J033118.69-273625.1,20.2,0.3,282.89,0.36,1.39,0.49,0.461,0.087,-63.2,1,0,52.827873,-27.606966
J033121.09-273623.9,24.53,0.14,11.99,0.17,1.52,0.41,0.328,0.062,44.6,1,1,52.837857,-27.606635
J033129.00-273623.4,22.03,0.83,436.5,0.52,7.0,1.45,0.417,0.088,-12.4,1,0,52.870839,-27.606506
J033128.32-273622.9,22.3,0.67,238.32,0.5,6.06,1.29,0.254,0.079,-10.9,1,0,52.868007,-27.606363
J033121.94-273623.4,25.35,0.09,2.39,0.11,0.33,0.26,0.805,0.056,-48.4,1,0,52.841404,-27.606488
J033120.51-273622.7,23.62,0.18,29.87,0.21,1.31,0.42,0.431,0.076,-17.7,1,0,52.835454,-27.606317
J033119.06-273622.0,23.69,0.25,22.0,0.29,3.2,0.82,0.425,0.058,-21.3,1,0,52.829429,-27.606113
J033128.27-273621.7,24.6,0.12,11.26,0.14,0.2,0.29,0.244,0.064,-21.7,0,0,52.867776,-27.60602
J033132.25-273621.6,24.39,0.16,10.44,0.17,1.35,0.39,0.78,0.066,-82.7,1,1,52.884391,-27.605987
J033128.85-273620.8,25.23,0.11,3.81,0.13,0.57,0.28,0.999,0.063,-73.4,1,0,52.870207,-27.605779
J033131.11-273620.0,23.75,0.14,17.06,0.15,0.91,0.32,0.479,0.067,-7.1,1,1,52.879632,-27.605556
J033131.61-273619.0,25.13,0.06,1.63,0.11,8.0,0.5,0.61,0.03,-69.9,0,0,52.881701,-27.605275
J033127.45-273618.6,24.51,0.11,6.09,0.13,0.92,0.28,0.785,0.063,70.8,1,1,52.864375,-27.605161
J033128.87-273618.0,25.08,0.1,5.81,0.12,0.55,0.27,0.309,0.06,86.9,1,0,52.870283,-27.604986
J033121.25-273617.2,24.46,0.13,10.6,0.14,0.36,0.3,0.484,0.066,-66.6,1,0,52.838525,-27.604777
J033122.88-273617.5,25.38,0.13,5.17,0.17,1.97,0.46,0.474,0.055,21.1,1,0,52.845337,-27.60486
J033126.87-273617.3,24.96,0.07,2.32,0.09,0.49,0.23,0.721,0.049,60.0,1,0,52.86194,-27.604803
J033124.91-273617.2,24.49,0.15,12.78,0.16,0.99,0.32,0.537,0.07,-53.4,1,1,52.853773,-27.604774
J033119.48-273611.9,24.47,0.09,5.63,0.11,1.27,0.3,0.305,0.054,38.6,1,1,52.831175,-27.603301
J033121.74-273612.1,24.37,0.14,5.45,0.21,4.26,0.81,0.671,0.038,-39.6,1,1,52.840581,-27.603371
J033121.34-273611.1,24.17,0.1,4.86,0.14,2.37,0.49,0.578,0.047,-0.8,1,1,52.838908,-27.603082
J033128.67-273610.3,24.02,0.13,10.38,0.15,0.37,0.31,0.854,0.066,-60.9,1,1,52.869467,-27.602855
J033128.63-273610.5,24.23,0.56,53.7,0.49,8.0,1.18,0.296,0.073,-21.8,0,0,52.869294,-27.60292
J033128.65-273609.9,25.5,0.17,10.93,0.2,2.05,0.53,0.197,0.06,73.8,1,0,52.869375,-27.602747
J033126.67-273609.4,24.85,0.14,10.58,0.15,0.3,0.31,0.386,0.067,9.3,1,0,52.861116,-27.602603
J033128.53-273608.7,23.98,0.17,28.07,0.19,1.59,0.45,0.167,0.066,17.5,1,0,52.868891,-27.602406
J033132.46-273608.8,24.52,0.34,19.25,0.36,3.9,1.03,0.377,0.056,51.1,1,0,52.885247,-27.602448
J033120.50-273607.4,25.12,0.1,6.12,0.12,0.42,0.27,0.282,0.06,64.9,1,0,52.835419,-27.602044
J033128.32-273607.0,25.31,0.13,5.64,0.18,2.4,0.53,0.38,0.051,-12.7,1,0,52.867995,-27.601958
J033128.09-273606.6,24.79,0.08,3.3,0.1,0.77,0.24,0.504,0.052,-61.4,1,0,52.867024,-27.601844
J033119.80-273606.2,24.09,0.01,0.3,0.1,1.66,0.45,0.13,0.001,8.7,0,0,52.832516,-27.601715
J033131.58-273606.6,23.49,0.15,16.27,0.16,0.88,0.32,0.882,0.071,1.5,1,0,52.881572,-27.601838
J033128.47-273605.4,24.08,0.12,11.89,0.14,0.84,0.29,0.406,0.064,-2.0,1,1,52.868642,-27.601486
J033120.54-273605.0,23.75,0.2,18.47,0.22,2.09,0.57,0.543,0.064,46.8,1,1,52.835569,-27.6014
J033126.85-273604.2,22.41,0.59,95.1,0.49,8.0,1.22,0.708,0.075,-33.0,0,0,52.861885,-27.601158
J033132.05-273604.0,24.22,0.16,10.88,0.2,2.5,0.59,0.455,0.054,9.7,1,1,52.883549,-27.601118
J033124.05-273602.5,23.29,0.2,22.17,0.24,2.43,0.63,0.506,0.061,-8.3,1,1,52.850196,-27.600693
J033124.58-273600.6,23.5,0.13,19.14,0.15,0.48,0.31,0.372,0.066,-21.9,1,1,52.852428,-27.600153
J033130.58-273602.0,24.74,0.14,8.45,0.19,2.56,0.58,0.349,0.051,-65.6,1,0,52.8774,-27.600564
J033124.56-273600.7,24.93,0.06,1.96,0.1,8.0,0.48,0.465,0.029,-9.2,0,0,52.852331,-27.600195
J033127.95-273600.6,24.71,0.08,4.25,0.1,0.54,0.25,0.362,0.053,87.2,1,0,52.866469,-27.600167
J033127.17-273600.5,24.24,0.11,7.6,0.14,1.17,0.31,0.556,0.061,82.1,1,1,52.863216,-27.600135
J033124.54-273558.2,23.97,0.18,19.89,0.24,3.38,0.77,0.177,0.048,-50.1,1,1,52.85227,-27.599508
J033132.33-273558.4,24.64,0.01,2.29,0.02,4.23,0.21,0.019,0.012,-42.1,1,0,52.884718,-27.599552
J033122.67-273557.7,24.21,0.15,22.99,0.16,1.2,0.36,0.163,0.066,-14.5,1,1,52.84447,-27.599356
J033120.94-273557.2,24.06,0.11,8.5,0.13,0.74,0.28,0.664,0.063,-18.9,1,1,52.83726,-27.599227
J033120.58-273556.5,23.34,0.53,90.58,0.48,8.0,1.15,0.183,0.071,45.7,0,0,52.83573,-27.599039
J033119.79-273555.3,24.03,0.11,12.84,0.13,0.77,0.28,0.281,0.063,48.1,1,1,52.832457,-27.598689
J033123.95-273555.4,24.39,0.13,7.98,0.17,2.09,0.48,0.513,0.054,4.9,1,1,52.849808,-27.598713
J033124.77-273555.3,24.85,0.1,4.2,0.14,1.75,0.4,0.604,0.054,-81.0,1,0,52.8532,-27.598691
J033131.70-273555.1,24.48,0.19,16.42,0.26,8.0,0.88,0.146,0.043,-56.7,0,0,52.882065,-27.598641
J033126.81-273554.8,24.63,0.13,6.65,0.18,2.65,0.57,0.424,0.049,-55.1,1,1,52.861725,-27.598559
J033123.05-273554.1,24.75,0.1,5.11,0.12,0.73,0.27,0.491,0.06,-57.8,1,0,52.84606,-27.59837
J033131.65-273554.8,25.47,0.11,5.02,0.14,0.25,0.29,0.543,0.063,-57.1,1,0,52.881869,-27.598559
J033131.02-273554.7,25.68,0.1,4.41,0.12,0.2,0.27,0.265,0.059,-72.7,0,0,52.87927,-27.598514
J033128.50-273552.1,24.17,0.26,15.12,0.32,4.27,0.97,0.463,0.051,-72.9,1,0,52.868747,-27.597798
J033130.27-273551.0,25.28,0.11,5.33,0.13,0.52,0.28,0.469,0.062,50.6,1,0,52.876117,-27.597489
J033118.46-273549.3,24.05,0.17,18.23,0.2,2.01,0.52,0.268,0.06,78.5,1,1,52.826932,-27.597024
J033131.52-273549.0,24.42,0.1,11.66,0.13,1.06,0.29,0.164,0.06,-58.5,1,1,52.881346,-27.596958
J033119.39-273548.3,21.59,0.77,498.5,0.52,5.49,1.39,0.282,0.085,29.7,1,0,52.830785,-27.596744
J033123.76-273548.9,24.25,0.44,35.36,0.43,8.0,1.11,0.275,0.063,76.8,0,0,52.849009,-27.596909
J033127.88-273546.5,24.3,0.13,12.41,0.14,0.22,0.3,0.392,0.066,-15.2,1,0,52.866152,-27.596259
J033128.05-273547.3,24.61,0.13,7.36,0.14,0.2,0.3,0.845,0.066,9.1,0,0,52.866879,-27.596485
J033132.49-273547.9,25.45,0.07,2.0,0.09,0.2,0.23,0.616,0.049,-78.6,0,0,52.885371,-27.596625
J033127.86-273547.3,23.81,0.49,51.88,0.46,8.0,1.12,0.261,0.068,27.7,0,0,52.866086,-27.596458
J033130.16-273546.3,24.6,0.11,10.3,0.13,0.83,0.28,0.236,0.062,-44.8,1,1,52.875681,-27.596183
J033129.09-273545.8,23.83,0.23,12.05,0.3,4.19,0.94,0.77,0.048,45.6,1,0,52.871214,-27.596052
J033129.76-273546.0,25.7,0.08,2.49,0.1,0.33,0.24,0.404,0.052,22.6,1,0,52.873983,-27.596099
J033120.57-273545.3,24.41,0.22,12.22,0.29,8.0,0.92,0.379,0.047,38.7,0,0,52.835725,-27.595903
J033120.35-273545.2,24.77,0.17,10.42,0.24,5.01,0.85,0.221,0.04,-75.2,1,0,52.834806,-27.595879
J033118.28-273544.0,24.97,0.08,3.83,0.12,2.53,0.46,0.295,0.043,-43.3,1,0,52.826166,-27.595554
J033122.33-273543.9,24.64,0.11,9.06,0.14,1.25,0.32,0.278,0.06,-78.2,1,1,52.843054,-27.595535
J033128.06-273541.4,22.03,0.46,102.38,0.45,3.37,0.98,0.439,0.074,-10.3,1,0,52.866905,-27.594842
J033121.68-273543.3,24.75,0.08,2.69,0.09,1.07,0.24,0.675,0.049,69.6,1,0,52.840313,-27.595375
J033122.60-273542.8,24.72,0.14,5.03,0.21,3.97,0.8,0.571,0.038,19.1,1,0,52.84417,-27.595232
J033131.29-273541.7,24.21,0.19,9.46,0.22,2.33,0.6,0.997,0.06,-2.2,1,1,52.880379,-27.594911
J033120.08-273540.5,23.59,0.25,21.02,0.27,2.6,0.7,0.643,0.064,-50.5,1,1,52.83367,-27.594595
J033129.45-273540.6,24.95,0.13,8.64,0.14,0.4,0.3,0.41,0.065,21.0,1,0,52.872714,-27.594604
J033124.55-273538.9,25.2,0.1,5.06,0.13,0.24,0.28,0.429,0.061,28.6,1,0,52.852293,-27.594149
J033131.52-273539.1,24.32,0.16,13.3,0.18,1.7,0.45,0.384,0.062,-65.7,1,1,52.881325,-27.594201
J033130.58-273538.0,24.48,0.14,10.36,0.16,1.05,0.33,0.725,0.068,6.2,1,1,52.877415,-27.593902
J033125.42-273537.2,24.74,0.11,6.78,0.13,0.78,0.28,0.426,0.062,-51.7,1,1,52.855928,-27.593667
J033126.93-273537.0,24.83,0.1,4.05,0.12,0.95,0.27,0.596,0.058,-58.0,1,1,52.862189,-27.593609
J033131.24-273537.0,23.95,0.52,37.59,0.48,8.0,1.15,0.578,0.071,-73.9,0,0,52.880158,-27.593606
J033129.45-273536.7,24.84,0.12,6.94,0.14,0.58,0.3,0.666,0.065,-61.1,1,1,52.872696,-27.593526
J033124.04-273536.8,25.32,0.12,7.0,0.14,0.71,0.29,0.363,0.064,-70.4,1,0,52.850155,-27.593556
J033131.42-273536.3,24.26,0.18,10.97,0.22,2.47,0.62,0.652,0.058,42.0,1,1,52.880937,-27.593428
J033132.56-273536.2,25.22,0.12,9.25,0.14,0.2,0.3,0.255,0.065,2.8,0,0,52.885655,-27.593389
J033121.94-273535.7,24.72,0.1,6.65,0.12,0.9,0.27,0.342,0.06,64.9,1,1,52.841405,-27.593255
J033122.08-273533.1,25.01,0.09,7.71,0.12,0.44,0.27,0.121,0.058,-38.9,1,0,52.842008,-27.592528
J033124.66-273530.2,24.57,0.15,15.47,0.17,0.2,0.33,0.464,0.073,-47.0,0,0,52.852733,-27.591727
J033120.11-273529.6,25.22,0.14,7.52,0.15,0.2,0.31,0.562,0.067,68.0,0,0,52.833785,-27.591562
J033130.88-273529.2,25.51,0.09,2.28,0.11,0.83,0.26,0.788,0.057,-65.6,1,0,52.878671,-27.591445
J033127.83-273529.0,24.52,0.09,4.71,0.12,1.2,0.29,0.454,0.055,51.3,1,1,52.865951,-27.59138
J033124.19-273528.4,24.33,0.13,13.92,0.14,0.2,0.3,0.298,0.066,-84.0,0,0,52.85081,-27.591215
J033120.29-273527.1,25.41,0.1,2.78,0.12,1.07,0.28,0.7,0.058,-79.0,1,0,52.834549,-27.590858
J033127.48-273525.1,19.04,0.16,289.91,0.18,0.8,0.33,0.246,0.075,22.5,1,0,52.864491,-27.590314
J033129.82-273525.1,24.98,0.09,2.63,0.14,3.49,0.6,0.628,0.038,24.5,1,0,52.874244,-27.590314
J033131.08-273525.1,25.52,0.09,4.48,0.11,0.65,0.26,0.214,0.057,49.3,1,0,52.879491,-27.590315
J033119.29-273524.7,24.62,0.14,11.98,0.15,1.07,0.33,0.406,0.067,21.1,1,1,52.830388,-27.59019
J033125.17-273524.0,24.39,0.14,9.44,0.15,1.16,0.34,0.685,0.065,-33.6,1,1,52.854862,-27.590008
J033130.55-273524.7,24.23,0.15,15.98,0.17,0.85,0.33,0.497,0.071,70.1,1,1,52.877273,-27.590187
J033119.60-273522.8,24.98,0.12,6.89,0.14,1.01,0.3,0.532,0.064,-2.2,1,1,52.83166,-27.589654
J033128.52-273522.3,23.96,0.14,16.59,0.16,0.31,0.32,0.468,0.069,78.2,1,1,52.868848,-27.589521
J033129.38-273521.9,24.39,0.22,23.65,0.28,3.45,0.83,0.132,0.053,-67.3,1,0,52.872436,-27.58943
J033124.64-273521.0,24.69,0.11,8.41,0.18,3.67,0.73,0.154,0.04,-73.2,1,0,52.852682,-27.589173
J033128.65-273520.8,24.98,0.12,6.05,0.14,0.77,0.29,0.628,0.064,-23.3,1,0,52.869394,-27.589111
J033120.82-273518.9,24.62,0.12,7.18,0.15,1.67,0.4,0.392,0.056,-83.3,1,1,52.836733,-27.588586
J033124.92-273519.3,24.18,0.38,21.6,0.38,3.7,1.02,0.602,0.062,21.7,1,0,52.853835,-27.588702
J033129.79-273519.1,22.43,0.8,500.0,0.52,7.5,1.42,0.17,0.086,-86.7,0,0,52.874143,-27.588636
J033126.60-273517.2,25.25,0.11,6.01,0.13,1.34,0.34,0.264,0.058,84.9,1,0,52.860822,-27.588116
J033125.79-273516.3,24.91,0.11,4.58,0.14,1.74,0.4,0.573,0.055,-4.5,1,1,52.857442,-27.587859
J033132.37-273516.4,24.63,0.11,5.99,0.14,1.75,0.41,0.44,0.055,-75.2,1,1,52.88488,-27.587877
J033130.28-273515.9,24.67,0.09,3.07,0.14,2.95,0.53,0.677,0.041,22.6,1,0,52.876178,-27.587748
J033131.30-273516.4,24.86,0.19,10.99,0.26,3.84,0.85,0.233,0.044,-72.9,1,0,52.880416,-27.587885
J033129.06-273514.9,25.11,0.12,5.89,0.14,0.2,0.29,0.58,0.064,-11.6,0,0,52.871093,-27.587467
J033119.76-273514.7,24.87,0.11,4.01,0.14,1.43,0.35,0.782,0.057,-19.9,1,1,52.832315,-27.587414
J033125.56-273514.6,25.07,0.11,6.51,0.14,0.95,0.29,0.463,0.063,-40.6,1,1,52.856487,-27.587389
J033119.76-273514.1,24.66,0.01,0.3,0.09,1.74,0.39,0.162,0.001,58.0,0,0,52.832335,-27.587257
J033132.81-273514.4,25.76,0.1,2.59,0.12,0.2,0.27,0.89,0.06,-26.5,0,0,52.886709,-27.587332
J033129.77-273513.9,25.33,0.11,4.72,0.13,0.77,0.28,0.62,0.063,61.1,1,0,52.874028,-27.58719
J033131.71-273513.6,24.75,0.13,14.7,0.15,0.59,0.31,0.216,0.066,58.6,1,0,52.882142,-27.587101
J033128.54-273513.3,24.57,0.26,10.68,0.32,4.86,0.98,0.661,0.051,72.9,1,0,52.868924,-27.587021
J033129.22-273512.7,24.91,0.12,9.49,0.16,1.57,0.39,0.24,0.059,28.1,1,1,52.871767,-27.586865
J033128.68-273512.4,24.68,0.01,0.3,0.01,7.52,0.05,0.083,0.011,-71.2,0,0,52.869489,-27.586786
J033122.73-273511.8,24.9,0.06,2.22,0.08,0.2,0.21,0.576,0.043,32.4,0,0,52.844717,-27.586623
J033121.96-273511.1,23.92,0.14,15.98,0.15,0.88,0.31,0.454,0.067,63.8,1,1,52.841504,-27.586409
J033130.76-273511.6,25.59,0.11,6.2,0.13,0.37,0.28,0.231,0.062,-15.0,1,0,52.878186,-27.586553
J033124.57-273509.4,24.99,0.1,7.78,0.12,0.88,0.27,0.161,0.059,-21.9,1,1,52.852367,-27.585953
J033125.24-273508.2,25.12,0.1,4.11,0.15,2.83,0.56,0.33,0.044,69.0,1,0,52.855169,-27.585611
J033130.75-273507.9,25.57,0.11,4.23,0.13,0.2,0.28,0.559,0.062,55.5,0,0,52.878126,-27.58553
J033119.90-273507.5,25.12,0.11,4.66,0.15,1.54,0.38,0.603,0.057,58.6,1,0,52.832899,-27.585418
J033125.16-273506.9,25.3,0.13,4.18,0.18,2.35,0.53,0.712,0.052,-78.9,1,0,52.854832,-27.585248
J033123.23-273505.6,24.25,0.16,17.67,0.19,1.98,0.51,0.226,0.06,31.1,1,1,52.846784,-27.584885
J033130.72-273506.0,24.73,0.12,5.87,0.2,8.0,0.8,0.342,0.038,-8.0,0,0,52.877983,-27.585006
J033120.69-273504.7,24.93,0.12,8.15,0.19,4.48,0.79,0.138,0.038,26.0,1,0,52.836227,-27.584651
J033126.43-273504.4,24.43,0.13,20.0,0.14,0.53,0.3,0.121,0.065,-2.5,1,1,52.860126,-27.584546
J033126.95-273504.4,24.31,0.37,17.09,0.38,6.06,1.07,0.66,0.057,-37.4,1,0,52.862311,-27.584557
